timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
1438955572,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1438965667,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1438975769,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1438985872,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1438995969,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439006064,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439016168,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439026345,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439036455,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439046579,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439056685,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439066785,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
1439076907,-0.0,0.0,0.955593,0.0,0.88801,-0.0,0.0,0.459824,0.08,-1.0,1,0,0,0,0,0,0
