timestamp,roll,pitch,yaw,thrust
1438273166,0.0,0.0,1.02228e-08,0.08
1438277174,0.0,0.0,1.02228e-08,0.08
1438280247,0.0,0.0,1.02228e-08,0.08
1438284244,0.0,0.0,1.02228e-08,0.08
1438287348,0.0,0.0,1.02228e-08,0.08
1438291123,0.0,0.0,1.02228e-08,0.08
1438294257,0.0,0.0,1.02228e-08,0.08
1438298162,0.0,0.0,1.02228e-08,0.08
1438301190,0.0,0.0,1.02228e-08,0.08
1438305094,0.0,0.0,1.02228e-08,0.08
1438308138,0.0,0.0,1.02228e-08,0.08
1438312104,0.0,0.0,1.02228e-08,0.08
1438315201,0.0,0.0,1.02228e-08,0.08
1438319281,0.0,0.0,1.02228e-08,0.08
1438322168,0.0,0.0,1.02228e-08,0.08
1438326246,0.0,0.0,1.02228e-08,0.08
1438329173,0.0,0.0,1.02228e-08,0.08
1438333157,0.0,0.0,1.02228e-08,0.08
1438336201,0.0,0.0,1.02228e-08,0.08
1438340236,0.0,0.0,1.02228e-08,0.08
1438343139,0.0,0.0,1.02228e-08,0.08
1438347108,0.0,0.0,1.02228e-08,0.08
1438350207,0.0,0.0,1.02228e-08,0.08
1438354204,0.0,0.0,1.02228e-08,0.08
1438357201,0.0,0.0,1.02228e-08,0.08
1438361183,0.0,0.0,1.02228e-08,0.08
1438364258,0.0,0.0,1.02228e-08,0.08
1438368291,0.0,0.0,1.02228e-08,0.08
1438371190,0.0,0.0,1.02228e-08,0.08
1438375181,0.0,0.0,1.02228e-08,0.08
1438378176,0.0,0.0,1.02228e-08,0.08
1438382121,0.0,0.0,1.02228e-08,0.08
1438385129,0.0,0.0,1.02228e-08,0.08
1438389206,0.0,0.0,1.02228e-08,0.08
1438392337,0.0,0.0,1.02228e-08,0.08
1438396248,0.0,0.0,1.02228e-08,0.08
1438399198,0.0,0.0,1.02228e-08,0.08
1438403185,0.0,0.0,1.02228e-08,0.08
1438406199,0.0,0.0,1.02228e-08,0.08
1438410181,0.0,0.0,1.02228e-08,0.08
1438413173,0.0,0.0,1.02228e-08,0.08
1438417170,0.0,0.0,1.02228e-08,0.08
1438420167,0.0,0.0,1.02228e-08,0.08
1438424197,0.0,0.0,1.02228e-08,0.08
1438427218,0.0,0.0,1.02228e-08,0.08
1438431159,0.0,0.0,1.02228e-08,0.08
1438434163,0.0,0.0,1.02228e-08,0.08
1438438175,0.0,0.0,1.02228e-08,0.08
1438441110,0.0,0.0,1.02228e-08,0.08
1438445230,0.0,0.0,1.02228e-08,0.08
1438448146,0.0,0.0,1.02228e-08,0.08
1438452276,0.0,0.0,1.02228e-08,0.08
1438455214,0.0,0.0,1.02228e-08,0.08
1438459233,0.0,0.0,1.02228e-08,0.08
1438462211,0.0,0.0,1.02228e-08,0.08
1438466153,0.0,0.0,1.02228e-08,0.08
1438469113,0.0,0.0,1.02228e-08,0.08
1438473156,0.0,0.0,1.02228e-08,0.08
1438476293,0.0,0.0,1.02228e-08,0.08
1438480209,0.0,0.0,1.02228e-08,0.08
1438483126,0.0,0.0,1.02228e-08,0.08
1438487097,0.0,0.0,1.02228e-08,0.08
1438490236,0.0,0.0,1.02228e-08,0.08
1438494100,0.0,0.0,1.02228e-08,0.08
1438497156,0.0,0.0,1.02228e-08,0.08
1438501231,0.0,0.0,1.02228e-08,0.08
1438504205,0.0,0.0,1.02228e-08,0.08
1438508255,0.0,0.0,1.02228e-08,0.08
1438511093,0.0,0.0,1.02228e-08,0.08
1438515183,0.0,0.0,1.02228e-08,0.08
1438518311,0.0,0.0,1.02228e-08,0.08
1438522125,0.0,0.0,1.02228e-08,0.08
1438525145,0.0,0.0,1.02228e-08,0.08
1438529117,0.0,0.0,1.02228e-08,0.08
1438532441,0.0,0.0,1.02228e-08,0.08
1438536250,0.0,0.0,1.02228e-08,0.08
1438539223,0.0,0.0,1.02228e-08,0.08
1438543266,0.0,0.0,1.02228e-08,0.08
1438546138,0.0,0.0,1.02228e-08,0.08
1438549222,0.0,0.0,1.02228e-08,0.08
1438553164,0.0,0.0,1.02228e-08,0.08
1438557168,0.0,0.0,1.02228e-08,0.08
1438560134,0.0,0.0,1.02228e-08,0.08
1438564152,0.0,0.0,1.02228e-08,0.08
1438567332,0.0,0.0,1.02228e-08,0.08
1438571230,0.0,0.0,1.02228e-08,0.08
1438574296,0.0,0.0,1.02228e-08,0.08
1438577162,0.0,0.0,1.02228e-08,0.08
1438581157,0.0,0.0,1.02228e-08,0.08
1438584161,0.0,0.0,1.02228e-08,0.08
1438588232,0.0,0.0,1.02228e-08,0.08
1438592187,0.0,0.0,1.02228e-08,0.08
