timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1438991313,0,0.0,0.0,0,-8.48034,-11.6493,1.68345,0.0,0.0,0.0,-0.00375531,-0.00145353,0.061692,0.0,0.0,0.0,0.0,0.0,0.0,0.955575,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1438996195,0,0.0,0.0,0,-8.4804,-11.6493,1.68379,0.0,0.0,0.0,-0.0104362,0.000865926,0.0682722,0.0,0.0,0.0,0.0,0.0,0.0,0.955611,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439002818,0,0.0,0.0,0,-8.48096,-11.6487,1.68185,0.0,0.0,0.0,-0.0082576,-0.000388462,0.0573665,0.0,0.0,0.0,0.0,0.0,0.0,0.955491,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439006382,0,0.0,0.0,0,-8.48103,-11.6487,1.68217,0.0,0.0,0.0,-0.0133168,0.00350343,0.0644089,0.0,0.0,0.0,0.0,0.0,0.0,0.955511,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439011726,0,0.0,0.0,0,-8.48107,-11.6487,1.68248,0.0,0.0,0.0,-0.00771173,-0.000517433,0.0619084,0.0,0.0,0.0,0.0,0.0,0.0,0.955501,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439016159,0,0.0,0.0,0,-8.48114,-11.6486,1.68282,0.0,0.0,0.0,-0.0134768,0.00550144,0.0674411,0.0,0.0,0.0,0.0,0.0,0.0,0.955488,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439021171,0,0.0,0.0,0,-8.48119,-11.6486,1.68318,0.0,0.0,0.0,-0.0106513,0.0023366,0.0714798,0.0,0.0,0.0,0.0,0.0,0.0,0.955524,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439026134,0,0.0,0.0,0,-8.48125,-11.6486,1.68354,0.0,0.0,0.0,-0.0129623,0.00622792,0.0718446,0.0,0.0,0.0,0.0,0.0,0.0,0.955469,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439031208,0,0.0,0.0,0,-8.48132,-11.6486,1.68392,0.0,0.0,0.0,-0.0124128,0.00414118,0.0763112,0.0,0.0,0.0,0.0,0.0,0.0,0.9555,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439036179,0,0.0,0.0,0,-8.48138,-11.6485,1.68428,0.0,0.0,0.0,-0.0130936,0.00733188,0.0722352,0.0,0.0,0.0,0.0,0.0,0.0,0.955479,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
