timestamp,noutputs,output[0],output[1],output[2],output[3],output[4],output[5],output[6],output[7],output[8],output[9],output[10],output[11],output[12],output[13],output[14],output[15]
1447736204,4,-0.47271,-0.44939,-0.291699,-0.652687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447788268,4,-0.328622,-0.678259,-0.496314,-0.491079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447841252,4,-0.419992,-0.567396,-0.600387,-0.401428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447894226,4,-0.372128,-0.473631,-0.672179,-0.344714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447947233,4,-0.505141,-0.165072,-0.580606,-0.392229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447999385,4,-0.40266,-0.124905,-0.445412,-0.407823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448051189,4,-0.265759,-0.101062,-0.518082,-0.184526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448104255,4,-0.255384,-0.0147604,-0.298081,-0.352128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448157258,4,-0.137509,-0.0611757,-0.399886,-0.243106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448206260,4,-0.107857,-0.03025,-0.341131,-0.357236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448262181,4,-0.044064,-0.0672389,-0.526879,-0.297708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448314162,4,-0.0887129,0.0186465,-0.428541,-0.574511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448367197,4,-0.0355021,0.0470626,-0.773963,-0.571881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448419162,4,0.109067,0.025537,-0.953744,-0.794974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448472126,4,0.139249,0.0147876,-1.0,-0.970527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448524194,4,-0.052527,-0.166345,-0.866845,-0.785323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448576229,4,-0.113317,-0.387543,-0.445173,-0.583628,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448629256,4,-0.0960299,-0.363415,-0.159959,-0.343095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448682178,4,-0.0577029,-0.159466,0.0513912,-0.289394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448734217,4,0.0630894,-0.238578,-0.0839647,-0.230066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448786279,4,-0.0403046,-0.189745,-0.206323,-0.283915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448839249,4,-0.070959,-0.387612,-0.281474,-0.338687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448891184,4,-0.529585,-0.195089,-0.277208,-0.358816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448944171,4,-0.686411,-0.326445,-0.189034,-0.3366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448996452,4,-0.759684,-0.570871,-0.225447,-0.136479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449049342,4,-0.925762,-0.65274,-0.189164,-0.128646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449101264,4,-1.0,-0.623259,-0.161702,-0.282257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449153152,4,-0.795503,-0.797704,-0.374636,-0.124142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449206132,4,-0.658123,-0.73489,-0.199371,-0.315501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449259143,4,-0.419324,-0.783765,-0.28977,-0.116673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449311168,4,-0.427523,-0.538192,-0.0891204,-0.118782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449364292,4,-0.315932,-0.442387,-0.0958632,-0.0798304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449416358,4,-0.199623,-0.424932,-0.120606,-0.0469671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449469198,4,-0.146312,-0.42738,-0.21471,-0.0201294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449522181,4,-0.284444,-0.294686,-0.121322,-0.183695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449573294,4,-0.272638,-0.36113,-0.205304,-0.166983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449626235,4,-0.294506,-0.470093,-0.353109,-0.058361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449679277,4,-0.404336,-0.391763,-0.344667,-0.171935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449731317,4,-0.437213,-0.367938,-0.309917,-0.304344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449784181,4,-0.241783,-0.402718,-0.529199,-0.325804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449836372,4,-0.179328,-0.223845,-0.382213,-0.68736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449889230,4,-0.0979366,-0.102712,-0.47825,-0.718323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449941271,4,-0.113835,-0.0521808,-0.541514,-0.555936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449994223,4,-0.0731426,-0.129633,-0.325936,-0.506973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450046151,4,-0.0802814,-0.125497,-0.17648,-0.321428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450099121,4,-0.040756,-0.129932,-0.144172,-0.0725291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450152189,4,-0.0726948,-0.135745,-0.101585,0.0237696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450204145,4,-0.130765,-0.125436,-0.0648375,0.0343878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450256398,4,-0.104492,-0.273798,-0.0275506,-0.0403664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450309196,4,-0.305017,-0.211572,0.0297356,-0.220792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450362172,4,-0.326783,-0.282854,-0.191759,-0.199532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450414226,4,-0.206239,-0.481474,-0.405758,-0.26778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450466237,4,-0.276285,-0.342776,-0.491812,-0.586988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450519132,4,-0.332653,-0.143936,-0.917462,-0.67535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450572282,4,-0.194564,-0.202967,-1.0,-0.782724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450624295,4,-0.14396,-0.161134,-0.984591,-0.852432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450674241,4,-0.264639,-0.230117,-0.694312,-0.704055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450728372,4,-0.30118,-0.30768,-0.495591,-0.45451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450781196,4,-0.447331,-0.210692,-0.303667,-0.313731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450833173,4,-0.366135,-0.289767,-0.287004,-0.143835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450885123,4,-0.351132,-0.238149,-0.135118,-0.179659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450939182,4,-0.254237,-0.332224,-0.217955,-0.0509152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450991176,4,-0.327084,-0.234239,-0.189742,-0.0683017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451044148,4,-0.256095,-0.327493,-0.19526,-0.0914699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451097215,4,-0.364471,-0.257834,-0.145671,-0.212993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451149198,4,-0.512255,-0.16943,-0.121514,-0.340396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451201178,4,-0.29981,-0.484156,-0.443483,-0.159388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451254192,4,-0.559539,-0.266752,-0.356038,-0.375517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451306292,4,-0.468034,-0.358862,-0.408578,-0.373677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451358439,4,-0.526866,-0.280953,-0.24181,-0.510034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451411247,4,-0.228228,-0.45398,-0.299037,-0.351929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451464200,4,-0.169181,-0.315926,-0.0204795,-0.431309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451516149,4,0.0246322,-0.293844,-0.0859926,-0.101693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451568172,4,0.0347503,-0.218894,0.0396897,-0.100134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451621236,4,-0.101553,-0.136372,0.11296,-0.184754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451674194,4,-0.205996,-0.178791,0.00380349,-0.143625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451726247,4,-0.262439,-0.335009,0.0105292,-0.247041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451778231,4,-0.355672,-0.450879,-0.0826557,-0.229818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451831183,4,-0.491727,-0.644958,-0.106372,-0.220323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451883215,4,-0.648162,-0.768568,-0.183955,-0.222208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451936177,4,-0.616002,-0.890523,-0.474191,-0.215441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451989183,4,-0.480644,-0.658607,-0.978558,-0.425997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452041163,4,-0.623014,-0.369052,-1.0,-0.624441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452093207,4,-0.340461,-0.194804,-0.88792,-1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452146235,4,-0.394003,-0.148207,-0.649028,-0.733097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452199190,4,-0.18046,-0.163326,-0.401919,-0.545296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452251219,4,0.0584407,-0.170994,-0.146691,-0.506332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452304224,4,0.164032,-0.138871,-0.173739,-0.41686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452356308,4,0.200114,-0.103425,-0.333475,-0.458989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452409172,4,0.0809579,0.130266,-0.553175,-0.628411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452461182,4,0.134208,-0.0069356,-0.574394,-1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452506170,4,-0.148954,-0.0390922,-0.610615,-1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452566267,4,-0.227422,-0.072542,-1.0,-0.861842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452619225,4,-0.322038,-0.179969,-1.0,-0.486531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452669183,4,-0.0767299,0.0743871,-1.0,-0.818247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452724231,4,0.00221229,-0.0238206,-1.0,-0.727705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452776287,4,0.125579,0.137543,-1.0,-0.837634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452829135,4,-0.0307909,-0.203694,-0.638493,-0.37273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452881326,4,-0.00259238,-0.375525,-0.107075,-0.114413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452934174,4,-0.0407399,-0.339907,0.106331,-0.000904739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452986210,4,-0.152506,-0.335186,0.0730124,-0.0111793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453039140,4,-0.340006,-0.385662,-0.0200231,-0.105913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453091190,4,-0.436849,-0.550598,-0.183654,-0.250901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453144314,4,-0.542015,-0.69521,-0.340971,-0.309886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453196215,4,-0.676482,-0.701599,-0.350967,-0.523102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453249191,4,-0.785297,-0.699738,-0.613214,-0.508656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453301285,4,-0.832129,-0.747836,-0.63543,-0.601177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453353276,4,-0.886962,-0.789386,-0.515252,-0.682992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453406144,4,-0.909519,-0.791516,-0.503231,-0.474951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453459158,4,-0.911448,-0.654835,-0.453247,-0.301449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453511227,4,-0.666532,-0.718719,-0.413397,-0.137798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453564282,4,-0.606038,-0.629575,-0.351516,-0.0974609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453616221,4,-0.520176,-0.586327,-0.215926,-0.218738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453669150,4,-0.539216,-0.466461,-0.249566,-0.210171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453721354,4,-0.475916,-0.422921,-0.324198,-0.159076,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453774452,4,-0.427372,-0.322771,-0.184835,-0.324779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453826237,4,-0.324371,-0.325707,-0.298582,-0.174919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453879230,4,-0.272603,-0.168236,-0.0940861,-0.429944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453931291,4,-0.161808,-0.152245,-0.154843,-0.393514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453984290,4,-0.0859703,-0.14715,-0.15429,-0.439272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454036209,4,-0.0282525,-0.199873,-0.397021,-0.322869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454089156,4,-0.139083,-0.14407,-0.378053,-0.494599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454141361,4,-0.0967822,-0.283965,-0.554881,-0.461866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454194218,4,-0.131061,-0.329482,-0.606261,-0.522579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454246228,4,-0.103754,-0.394183,-0.539445,-0.65057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454299189,4,-0.169548,-0.374642,-0.52767,-0.640421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454351208,4,-0.32655,-0.290346,-0.56831,-0.515062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454404120,4,-0.304627,-0.389619,-0.432962,-0.559747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454456200,4,-0.41414,-0.335515,-0.560994,-0.369343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454509181,4,-0.394123,-0.379933,-0.521646,-0.371495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454561200,4,-0.491799,-0.299777,-0.432073,-0.43808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454613191,4,-0.45367,-0.34196,-0.47506,-0.381798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454666210,4,-0.48645,-0.292404,-0.377573,-0.490591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454719317,4,-0.341633,-0.436138,-0.403876,-0.471114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454771315,4,-0.510975,-0.244909,-0.322922,-0.568394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454824153,4,-0.521729,-0.215813,-0.192013,-0.682563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454876161,4,-0.414986,-0.433694,-0.540555,-0.441255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454929197,4,-0.391981,-0.470385,-0.618628,-0.393113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454981202,4,-0.358959,-0.510391,-0.497295,-0.546127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455034271,4,-0.480669,-0.37611,-0.513399,-0.518049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455086150,4,-0.533617,-0.268861,-0.348217,-0.646788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455138181,4,-0.347587,-0.461054,-0.550287,-0.443115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455191148,4,-0.476992,-0.307841,-0.35436,-0.622602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455244231,4,-0.319116,-0.492759,-0.546644,-0.439787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455296191,4,-0.380139,-0.42617,-0.515098,-0.465102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455349171,4,-0.358184,-0.429773,-0.448919,-0.513318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455401233,4,-0.250534,-0.518756,-0.621851,-0.316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455454230,4,-0.429843,-0.361445,-0.530164,-0.429921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455506211,4,-0.29542,-0.499593,-0.466983,-0.478679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455559174,4,-0.339716,-0.459169,-0.394173,-0.550709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455611353,4,-0.521688,-0.292936,-0.418218,-0.529833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455664239,4,-0.29963,-0.498436,-0.644896,-0.297775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455716327,4,-0.344649,-0.451658,-0.568272,-0.389736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455766246,4,-0.403794,-0.399162,-0.485324,-0.488155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455821220,4,-0.512462,-0.258865,-0.33998,-0.624425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455873230,4,-0.380584,-0.408542,-0.54886,-0.416187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455926147,4,-0.382988,-0.390426,-0.475115,-0.487572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455978186,4,-0.365074,-0.402979,-0.465225,-0.484554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456031243,4,-0.465352,-0.30578,-0.484816,-0.475208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456083212,4,-0.40561,-0.379008,-0.38747,-0.56715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456136272,4,-0.236546,-0.563907,-0.527459,-0.414191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456188237,4,-0.584895,-0.23515,-0.390541,-0.574973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456241166,4,-0.39677,-0.446501,-0.53253,-0.425202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456293207,4,-0.322491,-0.507328,-0.494493,-0.45751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456346202,4,-0.436949,-0.401489,-0.487927,-0.466923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456399219,4,-0.51909,-0.320377,-0.449521,-0.493179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456451209,4,-0.412329,-0.447278,-0.348997,-0.599043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456504161,4,-0.43625,-0.412599,-0.514284,-0.421642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456556089,4,-0.355686,-0.478807,-0.362115,-0.556926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456609146,4,-0.481586,-0.343275,-0.404362,-0.506374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456661159,4,-0.402892,-0.419858,-0.317571,-0.58063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456714204,4,-0.475186,-0.340611,-0.318681,-0.58042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456766239,4,-0.503599,-0.316379,-0.429507,-0.452401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456818181,4,-0.36803,-0.465351,-0.427899,-0.476071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456871179,4,-0.314321,-0.527099,-0.444608,-0.447778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456924344,4,-0.444859,-0.373272,-0.388342,-0.493229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456968374,4,-0.224033,-0.601764,-0.506373,-0.374414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457029147,4,-0.440221,-0.401277,-0.343715,-0.527719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457081204,4,-0.584924,-0.263495,-0.256111,-0.637302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457134353,4,-0.344834,-0.536536,-0.442308,-0.45446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457186202,4,-0.269347,-0.609984,-0.58488,-0.326837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457238261,4,-0.359328,-0.517893,-0.43377,-0.478381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457291293,4,-0.499823,-0.343921,-0.475023,-0.43178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457343150,4,-0.418875,-0.407666,-0.358202,-0.53854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457396313,4,-0.454846,-0.363025,-0.377167,-0.503484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457449199,4,-0.285883,-0.549474,-0.54258,-0.351979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457501351,4,-0.329125,-0.515733,-0.402665,-0.481326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457554201,4,-0.70992,-0.155738,-0.251025,-0.656708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457604254,4,-0.452959,-0.428124,-0.346687,-0.563213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457659300,4,-0.391219,-0.473618,-0.342153,-0.566906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457711205,4,-0.316477,-0.523298,-0.544069,-0.361715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457764195,4,-0.427548,-0.42938,-0.360695,-0.53788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457815179,4,-0.454422,-0.398423,-0.441548,-0.471848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457869150,4,-0.473138,-0.394915,-0.424727,-0.480545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457921195,4,-0.541568,-0.316182,-0.338209,-0.574236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457974242,4,-0.426281,-0.438152,-0.450799,-0.466519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458026250,4,-0.436216,-0.405693,-0.359538,-0.553387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458079386,4,-0.388176,-0.439339,-0.454464,-0.460409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458131205,4,-0.496446,-0.330763,-0.333281,-0.5856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458184198,4,-0.51813,-0.303988,-0.395259,-0.519592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458236132,4,-0.549753,-0.281764,-0.354028,-0.581028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458289156,4,-0.321875,-0.504733,-0.535585,-0.403185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458341136,4,-0.374377,-0.449355,-0.549677,-0.393463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458394162,4,-0.363736,-0.436153,-0.398924,-0.543656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458446372,4,-0.589318,-0.192124,-0.300353,-0.642417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458499137,4,-0.214926,-0.572793,-0.516968,-0.420071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458551295,4,-0.514249,-0.314336,-0.375276,-0.582125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
