timestamp,main_state
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1426765736,0
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1443349670,7
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
1454810013,2
