timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
991118812,-7.70539e-05,-0.0111694,-0.0038967,0.996485,-0.0115942,-0.0604407,0.0568318
991121830,0.0016257,-0.0115657,-0.00246054,0.996486,-0.0115916,-0.0604359,0.0568304
991125947,-0.00544673,-0.0157422,-0.00162491,0.996486,-0.0115941,-0.0604397,0.0568271
991128802,-0.000224827,-0.0125608,-0.00305824,0.996485,-0.0115949,-0.0604413,0.056827
991132812,-0.00222108,-0.00939007,-0.00086266,0.996486,-0.011597,-0.0604376,0.0568266
991135920,0.00266074,-0.013793,-0.00311991,0.996485,-0.0115952,-0.0604386,0.0568303
991139861,-0.00231145,-0.0112148,-0.000588696,0.996486,-0.0115947,-0.0604326,0.0568305
991142876,0.00221561,-0.00568248,-0.00438133,0.996486,-0.0115913,-0.0604238,0.0568318
991146823,-0.00358783,-0.0150083,-0.00378555,0.996486,-0.0115899,-0.0604233,0.0568314
991149897,-0.00147046,-0.0118119,-0.00178063,0.996486,-0.0115937,-0.0604232,0.0568312
991153877,0.000485184,-0.0100013,-0.00634078,0.996486,-0.0115926,-0.0604224,0.0568322
991156846,-0.00256988,-0.0127103,-0.00443198,0.996486,-0.0115942,-0.0604186,0.0568332
991160907,-0.0036907,-0.013728,0.00110132,0.996486,-0.0115965,-0.0604193,0.056834
991163765,8.53566e-05,-0.0136029,-0.0035343,0.996486,-0.0115986,-0.0604166,0.0568339
991167867,-0.00519983,-0.0155223,-0.00151821,0.996486,-0.0116001,-0.0604209,0.0568334
991170841,-0.00230466,-0.0155244,-0.0043632,0.996486,-0.0116056,-0.0604255,0.0568326
991173830,0.000816053,-0.0112662,0.00104417,0.996486,-0.0116055,-0.0604277,0.0568325
991177816,-0.00286472,-0.0128024,-0.00142585,0.996486,-0.0116085,-0.0604189,0.0568335
991181806,-0.00295467,-0.0120621,-0.000321629,0.996486,-0.0116166,-0.0604216,0.0568339
991184867,0.00352241,-0.0110821,0.000659499,0.996486,-0.011611,-0.0604166,0.0568343
991188813,-0.00452684,-0.0137415,-0.00631784,0.996486,-0.0116105,-0.0604125,0.0568354
991191803,0.000553173,-0.0124984,-0.00535452,0.996486,-0.0116129,-0.0604142,0.0568376
991195793,0.000239299,-0.0105676,0.000547267,0.996486,-0.0116123,-0.0604182,0.0568412
991199043,0.00114997,-0.0108149,-0.000165794,0.996486,-0.0116113,-0.0604126,0.0568414
